epoch,steps,training step,training data,training loss,training prec1,training prec5,training acc,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation acc,validation error1,validation error5
1,781,0.1138709458437833,0.0064344986147520334,1.646528096113559,38.34927176696543,87.72782290332907,0.29496548951420365,61.65072823303457,12.27217709667093,0.010673978526121492,0.003937033331318266,1.5796981986999512,49.26,93.06,0.49584237690132676,50.74,6.939999999999998
