epoch,steps,training step,training data,training loss,training prec1,training prec5,training acc,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation acc,validation error1,validation error5
1,97,0.09758619426452007,0.020641403099925248,1.9339863332276492,26.854461984536083,80.02577319587628,0.21816045206784482,73.14553801546391,19.974226804123717,0.06121459007263184,0.04390608072280884,1.778668285369873,32.69000001220703,86.45999990234375,0.32607090794654603,67.30999998779296,13.540000097656247
2,194,0.08416009440864484,0.010288083676210385,1.5532101024057448,40.96528672680412,90.90286726804123,0.3791146583934135,59.03471327319588,9.097132731958766,0.05211925506591797,0.03403936624526978,1.5075466598510743,43.95,93.77,0.4369917329796279,56.05,6.230000000000004
3,291,0.08203375953988931,0.009122632213474549,1.2611608173429352,53.75523518041237,94.66011597938144,0.51022026012,46.24476481958763,5.339884020618555,0.054554665088653566,0.03905932903289795,2.4230098556518556,35.61000002441406,87.75999995117188,0.3582026021933656,64.38999997558594,12.240000048828122
4,388,0.08359953546032463,0.009208047512880306,1.0548812716277605,61.759020618556704,96.55082152061856,0.6057573626087974,38.240979381443296,3.4491784793814446,0.05610890388488769,0.037871289253234866,1.7980118410110473,48.00999996337891,92.56000002441407,0.4813523759454478,51.99000003662109,7.439999975585934
5,485,0.08128190532173078,0.007887159426187732,0.921722792473036,66.81902384020619,97.42469394329896,0.663907498921201,33.180976159793815,2.575306056701038,0.053518164157867434,0.03738759756088257,1.5828036172866822,53.380000006103515,92.74000004882812,0.5300832514564108,46.619999993896485,7.259999951171878
6,582,0.08177040286899842,0.008575778646567432,0.8353418849178196,70.09302512886597,97.89384664948453,0.6906516110888217,29.906974871134025,2.10615335051547,0.05078275203704834,0.032397222518920896,1.2721548719406128,57.600000018310546,96.17999997558594,0.5772786835946647,42.399999981689454,3.820000024414057
7,679,0.0810853230584528,0.007497487608919439,0.7652210279838326,72.86364368556701,98.27440399484536,0.7282302175020666,27.136356314432987,1.7255960051546424,0.05124919414520264,0.032256019115447995,1.7027407104492187,56.12999998779297,95.49999985351562,0.5595197936619692,43.87000001220703,4.500000146484382
8,776,0.0808019269372999,0.007782360942093367,0.7006466093751573,75.33827319587628,98.50998711340206,0.748917612435222,24.661726804123717,1.4900128865979383,0.05354304313659668,0.03471212387084961,0.8932875801086426,71.27999997558594,97.47999992675781,0.7108575532563824,28.720000024414063,2.520000073242187
9,873,0.08088108190556162,0.007824738001086047,0.6460650692281035,77.49073775773196,98.7536243556701,0.7723133493696647,22.509262242268036,1.2463756443299019,0.052927815914154054,0.035540080070495604,2.3432251121520995,52.32999998779297,92.48000004882813,0.5211801170468059,47.67000001220703,7.519999951171869
10,970,0.0806072200696493,0.006929707281368295,0.6077054103010708,78.50555734536083,98.8965850515464,0.7840212315436065,21.494442654639172,1.1034149484536044,0.05217831134796143,0.03625608682632446,1.0350255449295045,66.91999993286133,97.6000000366211,0.6704865192531685,33.08000006713867,2.399999963378903
11,1067,0.08152732652487214,0.008700572338300882,0.5659198456818295,80.35800579896907,98.94490979381443,0.8013164666495368,19.641994201030926,1.055090206185568,0.056025242805480956,0.03991955518722534,0.8289053949356079,72.64000002441406,97.85999998779297,0.7260121282698416,27.359999975585936,2.1400000122070253
12,1164,0.08090902849570993,0.007593675987007692,0.5314628398910011,81.59834085051547,99.1100193298969,0.8150192218749962,18.40165914948453,0.8899806701030997,0.05458763837814331,0.0360527753829956,0.8854750815391541,71.62000006103516,98.27999993896485,0.7195968209127406,28.379999938964843,1.720000061035151
13,1261,0.08110909609450508,0.007802574904923586,0.49915654081659216,82.60510631443299,99.16841172680412,0.8270517305363779,17.394893685567013,0.8315882731958766,0.05251423120498657,0.03644464015960693,0.9479708890914917,72.38999998779298,97.89000003662109,0.7263047610963375,27.610000012207024,2.109999963378911
14,1358,0.08040881894298435,0.007348505492062913,0.48756498620682154,83.01989368556701,99.22076353092784,0.8316743290928793,16.980106314432987,0.7792364690721598,0.05160777568817139,0.034286010265350345,0.8070340826034546,74.04999995117187,98.66999993896485,0.7426299354863231,25.95000004882813,1.3300000610351503
15,1455,0.0812860198856629,0.007734170894032901,0.46021232715587024,83.93403672680412,99.35969716494846,0.842052903020966,16.065963273195877,0.6403028350515427,0.05050524473190308,0.03491709232330322,0.7279121030807495,77.61000004882813,98.39000003662109,0.7772536325787011,22.389999951171873,1.609999963378911
