epoch,steps,training step,training data,training loss,training prec1,training prec5,training acc,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation acc,validation error1,validation error5
1,781,0.14145981029114862,0.0031726458008554926,1.6337758466009904,38.63498819622279,87.94289172535211,0.2955434757207455,61.36501180377721,12.057108274647888,0.008359303140336541,0.003134019815238418,1.3805878971099854,51.09,94.9,0.5105700153702196,48.91,5.099999999999994
2,1562,0.1390947471354896,0.0019029441472052306,1.1389930349000743,58.83695282490397,95.66798875640205,0.5599391677584703,41.16304717509603,4.332011243597947,0.008079171940019935,0.0029415795757512376,1.2260681854248048,60.51,97.52,0.6004464138994731,39.49,2.480000000000004
3,2343,0.13915010939486963,0.0016018715466488338,0.9233633301169558,67.1721200784251,97.28438100192062,0.6558504986980703,32.827879921574905,2.7156189980793783,0.008248515949127781,0.0029978083956773115,1.2487176105499267,64.44,96.85,0.6431798479547796,35.56,3.1500000000000057
4,3124,0.139106284030421,0.001653007905400822,0.7735724183188205,72.8057978553137,98.11477172695263,0.7175999554326732,27.1942021446863,1.8852282730473746,0.008496723357279589,0.0030619627351214174,0.7675755297660828,74.87,98.61,0.7492382772672497,25.129999999999995,1.3900000000000006
5,3905,0.13908554344567997,0.0017820756963517388,0.6819468867534559,76.14486635723432,98.51289912772087,0.7592689830087791,23.85513364276568,1.4871008722791288,0.008370536148168479,0.0031306728435929413,0.7410027618408204,75.93,98.14,0.7604784463377734,24.069999999999993,1.8599999999999994
6,4686,0.13887618598498394,0.0014702245001603639,0.6189802316483707,78.43472411171575,98.78386083546735,0.7804901649149102,21.565275888284248,1.216139164532649,0.008096099659136146,0.003083137949560858,0.5336273992061615,82.2,99.0,0.8176244846407917,17.799999999999997,1.0
7,5467,0.1389495877694534,0.001603494380408762,0.5717396359895469,80.04699003681178,98.9470380521767,0.7973028732495042,19.953009963188222,1.0529619478233059,0.007902511365854056,0.003006113562614295,0.6554703137874603,78.74,99.0,0.781973355330604,21.260000000000005,1.0
8,6248,0.1389124888006154,0.001519728866948361,0.5264281200843645,81.60048715588988,99.08570742637644,0.8156033528815674,18.39951284411012,0.9142925736235554,0.008258975994814732,0.0029446926845866405,0.5603544095039368,82.53,99.13,0.8233993542327035,17.47,0.8700000000000045
9,7029,0.13898505657796822,0.0015170180385457722,0.5019191416903434,82.52903429097312,99.1731103953265,0.8240126394568782,17.470965709026885,0.8268896046734966,0.007933359996528383,0.0028215320246994116,0.4539072376728058,85.14,99.44,0.8503104718351268,14.86,0.5600000000000023
10,7810,0.1390158626395212,0.001696197079940581,0.4689485241257122,83.66177176696543,99.26939120518566,0.8365563165787215,16.33822823303457,0.7306087948143443,0.008174208319111234,0.0030425946423961858,0.6266026216506958,79.89,99.23,0.7974316143185372,20.11,0.769999999999996
11,8591,0.13922564137760413,0.0017784890383672775,0.45007636883652624,84.27046654929578,99.30840368918054,0.8447481640685557,15.729533450704224,0.6915963108194632,0.008049697633002215,0.0032697149143097507,0.43013156480789183,85.96,99.46,0.8599596856486836,14.040000000000006,0.5400000000000063
12,9372,0.13909687397574647,0.001714981777567259,0.42802262054362766,85.03871238796415,99.43031770166453,0.8525971286067301,14.961287612035846,0.569682298335465,0.007862362892005094,0.0028063916856316245,0.40082623572349546,86.81,99.5,0.8659255643029085,13.189999999999998,0.5
13,10153,0.1392488858153359,0.0017596704553855672,0.4067365568937321,85.79020286491678,99.42844210147247,0.8612772268209566,14.209797135083221,0.57155789852753,0.008080087649594447,0.002933391340219291,0.6330869796752929,81.21,99.15,0.8117202323122862,18.790000000000006,0.8499999999999943
14,10934,0.13923330496276387,0.0018321869467956308,0.39358490295278886,86.26547995358514,99.49471330825864,0.8650995044689328,13.734520046414858,0.505286691741361,0.008277927993968794,0.002890653670973079,0.44459885168075564,85.93,99.32,0.8580863943152602,14.069999999999993,0.6800000000000068
15,11715,0.13896559050995927,0.0016308642837973776,0.3731637923345065,87.02572323143406,99.52447283130601,0.8717273726787651,12.974276768565943,0.47552716869398637,0.008216009018527475,0.0030003581077429897,0.4901332793712616,84.67,99.5,0.843938372166871,15.329999999999998,0.5
16,12496,0.13911750832532035,0.0017644415744288173,0.3645380263368238,87.14551156370038,99.57961547695263,0.8746964563360691,12.854488436299619,0.4203845230473746,0.007855166295531449,0.0029497662926935087,0.3177487783908844,89.36,99.55,0.8961988087752568,10.64,0.45000000000000284
17,13277,0.13908232311585803,0.0016839907202922122,0.35624304659922207,87.56176976632523,99.57011243597951,0.8805458902048705,12.438230233674773,0.4298875640204898,0.008284754054561543,0.0028607298614113192,0.39749418478012083,87.28,99.66,0.8742880583790383,12.719999999999999,0.3400000000000034
