epoch,steps,training step,training data,training loss,training prec1,training prec5,training acc,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation acc,validation error1,validation error5
1,781,0.2731370480204056,0.003050289752388733,1.6277010356876211,38.9374599871959,88.00528669174136,0.29697267517381587,61.0625400128041,11.994713308258639,0.008756320187999943,0.0026617217215762776,1.59008438205719,48.93,91.3,0.48205041920485125,51.07,8.700000000000003
2,1562,0.2706161113157773,0.0028096945734549118,1.1199073928113783,59.61995338508323,95.87030349711908,0.5677896969177133,40.38004661491677,4.129696502880918,0.008091458849086883,0.0027955519925257203,1.0134033950805663,66.15,97.7,0.6571262527259699,33.849999999999994,2.299999999999997
3,2343,0.2703678433934797,0.002608730301508983,0.8980806471443664,68.17262774087708,97.4518095790653,0.6663137577232177,31.827372259122924,2.548190420934702,0.008157563057674724,0.003121716201685037,0.8675441926002503,71.16,98.34,0.711450698728447,28.840000000000003,1.6599999999999966
4,3124,0.2703340654947083,0.0024489614630783412,0.7617700997067475,73.3030819862356,98.18304357394366,0.7230620405201158,26.696918013764403,1.8169564260563362,0.008238048310492449,0.0028207666555028054,0.8414458718776703,72.88,98.68,0.726266519299013,27.120000000000005,1.3199999999999932
5,3905,0.2705338037884037,0.002828583369334437,0.6737395964954025,76.44902618838029,98.5563505321703,0.7631750922979788,23.550973811619713,1.443649467829701,0.008564245928624634,0.0033208944235637687,0.8217659468650818,74.31,98.16,0.7449865375842273,25.689999999999998,1.8400000000000034
6,4686,0.27038109500948504,0.002639421885511176,0.6140482771030309,78.59827644846351,98.78686179577464,0.7809849314765965,21.40172355153649,1.2131382042253591,0.008442429220600492,0.0030677014855062888,0.5756108325958252,81.55,98.92,0.8158773050969218,18.450000000000003,1.0799999999999983
7,5467,0.2701599222444542,0.0024404247957979367,0.561863295857946,80.35933998879642,98.98104893565942,0.8014502585001546,19.64066001120358,1.018951064340584,0.008147538847224727,0.002942791410312531,0.6796974905967712,78.21,98.84,0.7819398347358782,21.790000000000006,1.1599999999999966
8,6248,0.2699751933313973,0.0023009603063214603,0.5185145266764295,81.88414042493598,99.13090939100512,0.8183825317816543,18.11585957506402,0.8690906089948811,0.00813496948047808,0.0030796618977929377,0.6958768360137939,79.07,99.0,0.7909272324214943,20.930000000000007,1.0
9,7029,0.27053001687102374,0.0028459140494294113,0.48904215507257,82.96598661571703,99.22281380041613,0.8285949451344307,17.03401338428297,0.7771861995838663,0.008170181019290996,0.0029948699246546266,0.5605774329185486,82.99,99.2,0.8345379906186742,17.010000000000005,0.7999999999999972
10,7810,0.2705301893505336,0.0028219467241235945,0.4574820469306465,84.02607584427017,99.29621228793214,0.8404658861902142,15.973924155729833,0.7037877120678644,0.008555758530926553,0.003144584643613001,0.5106770383834839,82.51,99.23,0.8260025515417619,17.489999999999995,0.769999999999996
