train_step,train_data,train_loss,train_acc,test_step,test_data,test_loss,test_acc,total_train_step_time,total_train_data_time,total_test_step_time,total_test_data_time
0.010328042842543034,0.00926595270786139,2.092006905899048,0.209146679308076,0.014128455632849585,0.013750544077233423,1.9837478729248046,0.29990517474994577,4.038264751434326,3.6229875087738037,1.1161479949951172,1.0862929821014404
0.010259727687786912,0.009211074970567317,1.940733338623047,0.3024217841062565,0.014005703262135953,0.01362702514551863,1.8843022417068482,0.36106949773749825,4.011553525924683,3.6015303134918213,1.1064505577087402,1.0765349864959717
0.010390828027749611,0.009326367731899252,1.7222224460220337,0.39736711841163014,0.014192707930939108,0.013814416112779062,1.6587529882431031,0.44113017599890364,4.062813758850098,3.6466097831726074,1.1212239265441895,1.091338872909546
0.010290965399778713,0.009243302942846742,1.514381471939087,0.47877272191464754,0.014302265794971321,0.013925413542155977,1.4676344604492189,0.4954257437862968,4.023767471313477,3.614131450653076,1.1298789978027344,1.1001076698303223
0.010314681036088168,0.009265372820217591,1.356159645614624,0.5228672380342426,0.014125054395651515,0.013747839988032473,1.402958144378662,0.5151373558242297,4.033040285110474,3.622760772705078,1.1158792972564697,1.0860793590545654
0.010295102053591052,0.00924063094741548,1.2756249926757812,0.5560939332670113,0.014450067206274104,0.014073018786273424,1.4071846044540406,0.5116972518871573,4.025384902954102,3.613086700439453,1.1415553092956543,1.1117684841156006
0.010317202419271249,0.009263538643527214,1.2156304165267944,0.5764771117585734,0.01404743254939212,0.013667462747308273,1.367420842552185,0.528391302337612,4.034026145935059,3.6220436096191406,1.1097471714019775,1.0797295570373535
0.010344620555867929,0.009285209124045605,1.1664099591445922,0.5970921780960092,0.01430771018885359,0.01392895662331883,1.4259191038131713,0.5269137141519065,4.04474663734436,3.630516767501831,1.1303091049194336,1.1003875732421875
0.010318248778048074,0.00926051786183701,1.115357869796753,0.6174522447888156,0.014577461194388474,0.014199908775619314,1.382946249961853,0.5340663390454522,4.034435272216797,3.6208624839782715,1.1516194343566895,1.1217927932739258
0.010411857644005505,0.009351315095906367,1.0642392472076416,0.635233162228489,0.014216724830337717,0.0138385205329219,1.4452162992477418,0.5226779515626655,4.071036338806152,3.6563642024993896,1.1231212615966797,1.09324312210083
0.010310939510764979,0.009261928860793639,1.0273499905014039,0.6446634739654676,0.014312958415550522,0.01393517965002905,1.4149110778808593,0.5377581086235815,4.0315773487091064,3.6214141845703125,1.1307237148284912,1.100879192352295
0.010300852758500277,0.009214246364505699,0.9852836027908325,0.6613507208589012,0.014369810683817803,0.013992146600650835,1.4749744174957276,0.5217314097958199,4.027633428573608,3.6027703285217285,1.1352150440216064,1.105379581451416
0.010312282215908665,0.009253906776837986,0.9487885314178467,0.6798186211262275,0.01438815080666844,0.01400987407829188,1.4916489625930787,0.523577128363952,4.032102346420288,3.6182775497436523,1.1366639137268066,1.1067800521850586
0.010347354137684074,0.009299684973324047,0.9147275955200195,0.688028155390941,0.014426635790474807,0.014050079297415818,1.4896578149795532,0.5435641145689926,4.045815467834473,3.636176824569702,1.1397042274475098,1.1099562644958496
0.010321711640223823,0.009263069123563254,0.8773672896003724,0.7014681202180825,0.014214699781393702,0.013836667507509642,1.4843076681137084,0.5367264961231012,4.035789251327515,3.6218600273132324,1.1229612827301025,1.0930967330932617
0.010310657189020415,0.009260838598851353,0.8356342128372193,0.723559507668096,0.014150335818906373,0.013774473455887807,1.5233009128570556,0.5352131657090149,4.031466960906982,3.620987892150879,1.1178765296936035,1.0881834030151367
0.010269560777317837,0.009216124444361538,0.7983212663459778,0.7317228704338975,0.014427242399771003,0.014050743247889266,1.5793529016494752,0.5359118644024506,4.015398263931274,3.6035046577453613,1.1397521495819092,1.110008716583252
0.010359685439282975,0.009286247555861998,0.7769750740623474,0.7383010437045829,0.013817584967311424,0.013439006443265119,1.6149926668167114,0.5143611155113,4.0506370067596436,3.630922794342041,1.0915892124176025,1.0616815090179443
0.010310155961214734,0.00924954633883503,0.7573734810447693,0.7439602186807271,0.014292016814026651,0.013913960396489011,1.637441336250305,0.5304469411707491,4.031270980834961,3.616572618484497,1.1290693283081055,1.0992028713226318
0.01035166396509351,0.009252603096730264,0.7195950997543334,0.7590553321551838,0.014399136169047295,0.014021233667301226,1.6856614971160888,0.5359737580328697,4.0475006103515625,3.617767810821533,1.1375317573547363,1.1076774597167969
0.010307894338427298,0.009246139575148483,0.7039745125389099,0.7643411179391485,0.014194440238083465,0.013815146458299853,1.7091121198654176,0.5281061302515087,4.030386686325073,3.6152405738830566,1.1213607788085938,1.0913965702056885
0.010344194329303244,0.00928441154987306,0.6850532726287841,0.7739356847353169,0.014126140860062612,0.01374685915210579,1.6805235620498657,0.5408224488484275,4.044579982757568,3.630204916000366,1.1159651279449463,1.0860018730163574
0.010336789328728795,0.009279461467967313,0.6616513454818725,0.7768735252144144,0.014367194115361082,0.013989406295969516,1.760056618309021,0.5292996291029827,4.041684627532959,3.6282694339752197,1.1350083351135254,1.1051630973815918
0.010338942413134954,0.009290661653289404,0.6433244005775451,0.7848375980502852,0.014442449883569646,0.01406461377687092,1.8442076921463013,0.5203977247118231,4.042526483535767,3.6326487064361572,1.140953540802002,1.1111044883728027
0.010315276167886642,0.00926103372403118,0.6244607615280151,0.789968153816199,0.014111440392989146,0.013734325577941122,1.8190352138519288,0.5375312856454191,4.033272981643677,3.6210641860961914,1.1148037910461426,1.0850117206573486
0.010363358061027039,0.009313056536037903,0.6005337835884095,0.798009224103807,0.01447527921652492,0.01409734351725518,1.8279654958724976,0.5406446355307918,4.052073001861572,3.6414051055908203,1.1435470581054688,1.1136901378631592
0.01033904546362055,0.009286252433991494,0.5951426619148255,0.7987929667722039,0.014366949660868584,0.013989367062532449,1.9033734058380127,0.5313738946497185,4.042566776275635,3.630924701690674,1.1349890232086182,1.1051599979400635
0.01029362032175674,0.009229514300061003,0.5738232473564148,0.8072145629467876,0.014351576189451579,0.01397300068336197,1.9480165086746215,0.5246556454963232,4.024805545806885,3.6087400913238525,1.1337745189666748,1.1038670539855957
0.010374622881564948,0.009325600646036056,0.5727665028572082,0.8051353295939941,0.014446684076816221,0.014069367058669464,1.9542356986999512,0.5324602365425669,4.0564775466918945,3.6463098526000977,1.1412880420684814,1.1114799976348877
0.010325423287003851,0.009260884331315375,0.5636052499771118,0.8147887518823099,0.014252034923698328,0.013874714887594874,2.064856723022461,0.5157538212762123,4.037240505218506,3.6210057735443115,1.125910758972168,1.0961024761199951
