train_step,train_data,train_loss,train_acc,test_step,test_data,test_loss,test_acc,total_train_step_time,total_train_data_time,total_test_step_time,total_test_data_time
0.010241295675487469,0.008847647615710793,2.303217943267822,0.10521654786323405,0.014502244659616977,0.014019256905664372,2.302584887313843,0.09999977475020858,4.004346609115601,3.45943021774292,1.1456773281097412,1.1075212955474854
0.010266828415034067,0.009021692568688747,2.3025848854064943,0.09925760890269021,0.016511506672146955,0.01602493358563773,2.3025928707122802,0.09999977475020858,4.01432991027832,3.5274817943573,1.3044090270996094,1.2659697532653809
0.010354228641675867,0.009029928680576022,2.3025856929016113,0.10064361364864159,0.015062618859206574,0.014570003823388982,2.302584887313843,0.09999977475020858,4.048503398895264,3.5307021141052246,1.1899468898773193,1.1510303020477295
0.010222210603601792,0.008950648710245977,2.3025848854064943,0.09972280881878452,0.01499236082728905,0.014504843120333514,2.302584887313843,0.09999977475020858,3.996884346008301,3.4997036457061768,1.184396505355835,1.1458826065063477
0.01040979236593027,0.009118060626642173,2.3025848854064943,0.09910269792046385,0.015696407873419266,0.01520449300355549,2.302584887313843,0.09999977475020858,4.070228815078735,3.56516170501709,1.240016222000122,1.2011549472808838
0.010201423674288309,0.008930330081364077,2.3025849909973144,0.10200494552291788,0.014434340633923494,0.013940476164033141,2.302584887313843,0.09999977475020858,3.9887566566467285,3.4917590618133545,1.140312910079956,1.1012976169586182
0.010250415948345838,0.008948120619634839,2.3025900538635256,0.10075454539988754,0.014894102193132232,0.014410468596446364,2.302586806869507,0.09999977475020858,4.007912635803223,3.4987151622772217,1.1766340732574463,1.1384270191192627
0.010137515909531537,0.008851445239523182,2.302585108795166,0.09976486192742666,0.014307293710829337,0.013852330702769606,2.302584887313843,0.09999977475020858,3.963768720626831,3.4609150886535645,1.1302762031555176,1.0943341255187988
0.010565721775259813,0.009244387107127158,2.302876731109619,0.10088393102835463,0.01531989664971074,0.01482875437676152,2.302584887313843,0.09999977475020858,4.131197214126587,3.6145553588867188,1.2102718353271484,1.1714715957641602
0.010308783987294073,0.009010316160938624,2.3025848585510253,0.10010253025029155,0.015952780276914186,0.015486862086042573,2.302585256576538,0.09995746396324552,4.030734539031982,3.523033618927002,1.2602696418762207,1.2234621047973633
0.01022240572878162,0.00892791845609465,2.302584810333252,0.09903132020753934,0.014880735662919057,0.01437967940221859,2.302585180282593,0.09999977475020858,3.9969606399536133,3.490816116333008,1.1755781173706055,1.1359946727752686
